datetime,latitude,longitude,PM2.5,hour,day,month,year
2023-01-01 00:00:00,41.309426167153866,69.28032922142313,12.600874203761856,0,1,1,2023
2023-01-01 00:00:00,41.30928498862671,69.27997090153457,31.62198667825574,0,1,1,2023
2023-01-01 00:00:00,41.30968179717665,69.28097276167252,45.84276558237139,0,1,1,2023
2023-01-01 00:00:00,41.30925874826553,69.27735451615666,22.92513508595361,0,1,1,2023
2023-01-01 00:00:00,41.30807282305317,69.27999462303417,29.527312331317248,0,1,1,2023
2023-01-01 00:00:00,41.16495857929432,69.25995009578689,21.111459006145736,0,1,1,2023
2023-01-01 00:00:00,41.30977460376357,69.27795588695137,31.64935452185862,0,1,1,2023
2023-01-01 00:00:00,41.31106575846443,69.28024013086595,36.39573334259013,0,1,1,2023
2023-01-01 00:00:00,41.30895115714982,69.28194044824308,26.403018517883577,0,1,1,2023
2023-01-01 00:00:00,41.31015492054329,69.27961081952793,41.04093890680129,0,1,1,2023
2023-01-01 00:00:00,41.309877649352266,69.2770662517511,31.78373449849961,0,1,1,2023
2023-01-01 00:00:00,41.309461995618975,69.28083816480704,27.24779879705646,0,1,1,2023
2023-01-01 00:00:00,41.30989589524616,69.27875311779997,24.93808713572148,0,1,1,2023
2023-01-01 00:00:00,41.31005750560086,69.28015629614744,24.23085601748056,0,1,1,2023
2023-01-01 00:00:00,41.3098582330001,69.28005548796733,29.587604782797136,0,1,1,2023
2023-01-01 00:00:00,41.30974922721814,69.28049804645924,28.956920820738485,0,1,1,2023
2023-01-01 00:00:00,41.30947393056127,69.27981825513059,38.80227904433915,0,1,1,2023
2023-01-01 00:00:00,41.30829084354391,69.27852671688863,26.862822031145942,0,1,1,2023
2023-01-01 00:00:00,41.31008336316219,69.28035241236486,19.33957293598448,0,1,1,2023
2023-01-01 00:00:00,41.30866764305318,69.27909775486759,32.940692155134535,0,1,1,2023
2023-01-01 00:00:00,41.31217762942136,69.27864337949461,38.57068146790771,0,1,1,2023
2023-01-01 00:00:00,41.3098926622128,69.28004893434466,37.40754243617265,0,1,1,2023
2023-01-01 00:00:00,41.30876564164455,69.28067603853593,25.92914464224418,0,1,1,2023
2023-01-01 00:00:00,41.204717927816766,69.42775976566782,27.98599197981189,0,1,1,2023
2023-01-01 00:00:00,41.31219719575133,69.28048772248027,38.90852686422577,0,1,1,2023
2023-01-01 00:00:00,41.31046610172327,69.28277344623807,47.120073719903935,0,1,1,2023
2023-01-01 00:00:00,41.309809739359736,69.27841503857152,25.83850745646812,0,1,1,2023
2023-01-01 00:00:00,40.98762457094606,69.72984861431544,48.865518991624775,0,1,1,2023
2023-01-01 00:00:00,41.30991366569653,69.28052748352869,22.417068417011325,0,1,1,2023
2023-01-01 00:00:00,41.31025293866283,69.27980490697857,43.19112253969284,0,1,1,2023
2023-01-01 00:00:00,41.30953826373175,69.27995859283573,21.21847867198231,0,1,1,2023
2023-01-01 00:00:00,41.3110370332962,69.27921742084362,42.882333515794016,0,1,1,2023
2023-01-01 00:00:00,41.30928047253276,69.27843791501711,21.20792063898187,0,1,1,2023
2023-01-01 00:00:00,41.31177852383678,69.27986861664463,35.43106634059365,0,1,1,2023
2023-01-01 00:00:00,41.31059903830266,69.28044096812822,37.478384666374815,0,1,1,2023
2023-01-01 00:00:00,41.30996869338663,69.27940446324597,24.203605446423666,0,1,1,2023
2023-01-01 00:00:00,41.23801826121968,69.0322558236321,36.78502346442568,0,1,1,2023
2023-01-01 00:00:00,41.19278498406472,69.43774106973363,28.813450553153565,0,1,1,2023
2023-01-01 00:00:00,41.0023795822583,69.09774114866482,27.520483969374386,0,1,1,2023
2023-01-01 00:00:00,41.310207797716544,69.2801904112354,28.33265879266577,0,1,1,2023
2023-01-01 00:00:00,41.31004030662672,69.28006842614708,18.19366678141052,0,1,1,2023
2023-01-01 00:00:00,41.46668298650855,69.27255919190719,20.93810319623047,0,1,1,2023
2023-01-01 00:00:00,41.34127612691146,69.46884686320045,32.94782102349305,0,1,1,2023
2023-01-01 00:00:00,41.50512429717856,68.9317341285425,31.96781940122408,0,1,1,2023
2023-01-01 00:00:00,41.31057063546995,69.27955112338266,34.38820592701221,0,1,1,2023
2023-01-01 00:00:00,41.31157881895073,69.2818528807891,26.60256601071605,0,1,1,2023
2023-01-01 00:00:00,41.31067207118459,69.27952550496022,28.75151438011267,0,1,1,2023
2023-01-01 00:00:00,41.31000472849352,69.27962930890295,31.862335812604847,0,1,1,2023
2023-01-01 00:00:00,41.31093169583398,69.28222011465985,34.25365735840509,0,1,1,2023
2023-01-01 00:00:00,41.31125913327477,69.28146151136418,35.21481811890226,0,1,1,2023
2023-01-01 00:00:00,41.31088334517612,69.28125282217941,36.695658287281645,0,1,1,2023
2023-01-01 00:00:00,41.30849640628115,69.28100771048058,22.2913105675849,0,1,1,2023
2023-01-01 00:00:00,41.31114559218259,69.28060853926091,32.019167669069326,0,1,1,2023
2023-01-01 00:00:00,41.30989070442108,69.27996701523482,30.22611026139948,0,1,1,2023
2023-01-01 00:00:00,41.310074367367626,69.2792102156663,34.13964249428292,0,1,1,2023
2023-01-01 00:00:00,41.310031446691184,69.28003744563397,28.000666281852723,0,1,1,2023
2023-01-01 00:00:00,41.31006207318256,69.28103165967646,28.288892635780147,0,1,1,2023
2023-01-01 00:00:00,41.30945502186036,69.28087743913684,29.15122745424427,0,1,1,2023
2023-01-01 00:00:00,41.30857567105922,69.27824298487678,19.876324003901868,0,1,1,2023
2023-01-01 00:00:00,41.31071829126439,69.28224476747059,12.657971805259384,0,1,1,2023
2023-01-01 01:00:00,41.30947393056127,69.27981825513059,27.1352343392572,1,1,1,2023
2023-01-01 01:00:00,41.30974922721814,69.28049804645924,31.7548045905048,1,1,1,2023
2023-01-01 01:00:00,41.3098926622128,69.28004893434466,46.03484223981762,1,1,1,2023
2023-01-01 01:00:00,41.30996869338663,69.27940446324597,34.34555587341134,1,1,1,2023
2023-01-01 01:00:00,41.31059903830266,69.28044096812822,27.06689452635252,1,1,1,2023
2023-01-01 01:00:00,41.30876564164455,69.28067603853593,21.71188381390281,1,1,1,2023
2023-01-01 01:00:00,41.30807282305317,69.27999462303417,22.20827552468057,1,1,1,2023
2023-01-01 01:00:00,41.30928047253276,69.27843791501711,49.66147843503165,1,1,1,2023
2023-01-01 01:00:00,41.31057063546995,69.27955112338266,33.040910572542444,1,1,1,2023
2023-01-01 01:00:00,41.31006207318256,69.28103165967646,33.64417672396368,1,1,1,2023
2023-01-01 01:00:00,41.30968179717665,69.28097276167252,34.040393112774886,1,1,1,2023
2023-01-01 01:00:00,41.30989070442108,69.27996701523482,30.71295661142684,1,1,1,2023
2023-01-01 01:00:00,41.0023795822583,69.09774114866482,45.06097760823992,1,1,1,2023
2023-01-01 01:00:00,41.31114559218259,69.28060853926091,16.977392906643686,1,1,1,2023
2023-01-01 01:00:00,41.31025293866283,69.27980490697857,27.49899176201299,1,1,1,2023
2023-01-01 01:00:00,40.98762457094606,69.72984861431544,8.85233846232893,1,1,1,2023
2023-01-01 01:00:00,41.31177852383678,69.27986861664463,37.427783768002726,1,1,1,2023
2023-01-01 01:00:00,41.31217762942136,69.27864337949461,27.91905796696776,1,1,1,2023
2023-01-01 01:00:00,41.34127612691146,69.46884686320045,14.46122214374956,1,1,1,2023
2023-01-01 01:00:00,41.3110370332962,69.27921742084362,31.45085479251219,1,1,1,2023
2023-01-01 01:00:00,41.309426167153866,69.28032922142313,26.79526207486964,1,1,1,2023
2023-01-01 01:00:00,41.31157881895073,69.2818528807891,31.27089333918057,1,1,1,2023
2023-01-01 01:00:00,41.30928498862671,69.27997090153457,29.48632065942237,1,1,1,2023
2023-01-01 01:00:00,41.31005750560086,69.28015629614744,35.17814965966221,1,1,1,2023
2023-01-01 01:00:00,41.31071829126439,69.28224476747059,24.950906720640035,1,1,1,2023
2023-01-01 01:00:00,41.31125913327477,69.28146151136418,42.11820660817607,1,1,1,2023
2023-01-01 01:00:00,41.31219719575133,69.28048772248027,33.124538943460635,1,1,1,2023
2023-01-01 01:00:00,41.31015492054329,69.27961081952793,29.36880876413192,1,1,1,2023
2023-01-01 01:00:00,41.30953826373175,69.27995859283573,33.73587420732164,1,1,1,2023
2023-01-01 01:00:00,41.309877649352266,69.2770662517511,28.791176048510703,1,1,1,2023
2023-01-01 01:00:00,41.23801826121968,69.0322558236321,34.921747338375056,1,1,1,2023
